"date","country","outcome","population"
2001-07-21,"Finland",842,5189196
2001-07-28,"Finland",901,5189425
2001-08-04,"Finland",872,5189655
2001-08-11,"Finland",887,5189884
2001-08-18,"Finland",876,5190114
2001-08-25,"Finland",888,5190343
2001-09-01,"Finland",884,5190572
2001-09-08,"Finland",887,5190802
2001-09-15,"Finland",910,5191031
2001-09-22,"Finland",929,5191260
2001-09-29,"Finland",908,5191490
2001-10-06,"Finland",941,5191719
2001-10-13,"Finland",885,5191949
2001-10-20,"Finland",847,5192178
2001-10-27,"Finland",879,5192407
2001-11-03,"Finland",888,5192637
2001-11-10,"Finland",928,5192866
2001-11-17,"Finland",928,5193095
2001-11-24,"Finland",939,5193325
2001-12-01,"Finland",908,5193554
2001-12-08,"Finland",938,5193784
2001-12-15,"Finland",961,5194013
2001-12-22,"Finland",1006,5194242
2001-12-29,"Finland",1002,5194472
2002-01-06,"Finland",1110,5194734
2002-01-13,"Finland",1026,5194963
2002-01-20,"Finland",962,5195192
2002-01-27,"Finland",1017,5195422
2002-02-03,"Finland",992,5195651
2002-02-10,"Finland",1030,5195881
2002-02-17,"Finland",981,5196110
2002-02-24,"Finland",1052,5196339
2002-03-03,"Finland",970,5196569
2002-03-10,"Finland",1058,5196798
2002-03-17,"Finland",998,5197027
2002-03-24,"Finland",1077,5197257
2002-03-31,"Finland",981,5197486
2002-04-07,"Finland",1081,5197716
2002-04-14,"Finland",993,5197945
2002-04-21,"Finland",1055,5198174
2002-04-28,"Finland",983,5198404
2002-05-05,"Finland",955,5198633
2002-05-12,"Finland",917,5198862
2002-05-19,"Finland",888,5199092
2002-05-26,"Finland",877,5199321
2002-06-02,"Finland",915,5199551
2002-06-09,"Finland",935,5199780
2002-06-16,"Finland",876,5200009
2002-06-23,"Finland",857,5200239
2002-06-30,"Finland",903,5200468
2002-07-07,"Finland",930,5200712
2002-07-14,"Finland",893,5200957
2002-07-21,"Finland",973,5201201
2002-07-28,"Finland",864,5201445
2002-08-04,"Finland",868,5201690
2002-08-11,"Finland",850,5201934
2002-08-18,"Finland",886,5202178
2002-08-25,"Finland",921,5202423
2002-09-01,"Finland",850,5202667
2002-09-08,"Finland",839,5202911
2002-09-15,"Finland",842,5203156
2002-09-22,"Finland",869,5203400
2002-09-29,"Finland",956,5203644
2002-10-06,"Finland",895,5203889
2002-10-13,"Finland",938,5204133
2002-10-20,"Finland",948,5204377
2002-10-27,"Finland",952,5204622
2002-11-03,"Finland",872,5204866
2002-11-10,"Finland",902,5205110
2002-11-17,"Finland",958,5205355
2002-11-24,"Finland",906,5205599
2002-12-01,"Finland",897,5205843
2002-12-08,"Finland",924,5206088
2002-12-15,"Finland",984,5206332
2002-12-22,"Finland",965,5206576
2002-12-29,"Finland",1086,5206821
2003-01-06,"Finland",1107,5207100
2003-01-13,"Finland",1111,5207344
2003-01-20,"Finland",1163,5207588
2003-01-27,"Finland",1035,5207833
